"tract","Name","Median_Hhold._Income_of_Residents_in_2012-16"
36005018101,"Bronx County, NY",24642
26061000300,"Calumet, Calumet Township, MI",24635
9003501200,"North End, Hartford, CT",24576
20209040700,"Northeast, Kansas City, KS",24558
6037209103,"Central LA, Los Angeles, CA",24516
39009972800,"Nelsonville, OH",24512
22067950800,"Bastrop, LA",24484
54039001200,"Charleston, WV",24374
21193970900,"Slemp, KY",24318
12127090500,"DeLand, FL",24291
13119890400,"Royston, GA",24267
26163503900,"Detroit, MI",24236
28083950300,"Itta Bena, MS",24195
26145000600,"Saginaw, MI",24180
48141003602,"Collingsworth, El Paso, TX",24098
39093023800,"Lorain, OH",24042
12031011800,"Northwest, Jacksonville, FL",23941
6037128303,"Van Nuys, Los Angeles, CA",23882
6019000800,"Edison, Fresno, CA",23866
22051026800,"Marrero, LA",23816
36005021700,"Bronx County, NY",23664
28019950300,"Ackerman, MS",23660
48245002300,"Beaumont, TX",23637
45031010700,"Hartsville, SC",23586
39133601503,"Kent, OH",23562
13121003700,"The Villages of Castleberry Hill, Atlanta, GA",23542
26163521100,"Hubbard - Richard, Detroit, MI",23501
12057010816,"Tampa, FL",23491
22017023600,"Mooretown and Hollywood Heights, Shreveport, LA",23454
26163545600,"Detroit, MI",23356
6071003000,"Downtown, Fontana, CA",23346
41035971700,"Klamath Falls, OR",23340
55101001001,"Racine, WI",23230
47157011500,"Memphis, TN",23123
4021002003,"Eloy, AZ",23111
31055004000,"Southeast Omaha, Omaha, NE",23021
47093002900,"Knoxville, TN",22753
17095001100,"Galesburg, IL",22724
36029009112,"Buffalo, NY",22716
6029000400,"Bakersfield, CA",22713
40119010400,"Stillwater, OK",22703
6067006800,"North Sacramento, Sacramento, CA",22691
48363000900,"Mineral Wells, TX",22647
35035000100,"Alamogordo, NM",22631
26163501100,"Detroit, MI",22593
1073003400,"Ensley, Birmingham, AL",22522
29095002300,"East Community Team North, Kansas City, MO",22425
22033002500,"Highlands/Perkins, Baton Rouge, LA",22402
39035105300,"Clark - Fulton, Cleveland, OH",22352
39061006600,"North Avondale, Cincinnati, OH",22351
39023000500,"Florenceville, Springfield, OH",22220
47157010630,"Parkway Village, Memphis, TN",22202
42003130600,"East Hills, Pittsburgh, PA",22185
39049002730,"Eastmoor, Columbus, OH",22184
36029005801,"Riverside, Buffalo, NY",22113
36067001600,"Northside, Syracuse, NY",22066
45089970700,"Greeleyville, SC",22043
48201533300,"Acres Homes, Houston, TX",22042
17031691500,"Grand Crossing, Chicago, IL",21973
39013011600,"Bellaire, OH",21895
51590001000,"Danville, VA",21889
17031681200,"South Side, Chicago, IL",21887
39023000300,"Springfield, OH",21837
72053150200,"Fajardo, PR",21634
47065002600,"Oak Grove, Chattanooga, TN",21602
17119400700,"Venice, IL",21431
26145000400,"Saginaw, MI",21421
72153750501,"Yauco, PR",21411
26163536700,"Detroit, MI",21384
72127010032,"San Juan, PR",21348
17031260600,"Garfield Park, Chicago, IL",21338
17143000500,"Peoria, IL",21313
72027320402," County, PR",21290
72135510300,"Toa Alta, PR",21137
1053970600,"Atmore, AL",21045
36047053500,"Kings County, NY",21021
27053005902,"Phillips, Minneapolis, MN",21014
26163526500,"Detroit, MI",20959
36061000201,"Lower Manhattan, New York, NY",20839
13031110403,"Statesboro, GA",20817
12086000403,"Opa-locka, FL",20640
48029170800,"Prospect Hill, San Antonio, TX",20625
37147000701,"Greenville, NC",20573
13121008601,"Atlanta, GA",20518
28089030500,"Canton, MS",20327
18089012100,"Gary, IN",20312
72029100601,"Canóvanas, PR",20298
17031827300,"Harvey, IL",20245
37081012706,"Glendale Hills, Greensboro, NC",20238
1073002400,"Forest Park, Birmingham, AL",20206
26163545900,"Warrendale, Detroit, MI",20042
6037190801,"Central LA, Los Angeles, CA",19874
32003001501,"Las Vegas, NV",19863
12001000901,"Gainesville, FL",19858
36055004701,"Group 14621, Rochester, NY",19824
6037206200,"Central LA, Los Angeles, CA",19719
29065960300,"Salem, MO",19714
5119002600,"North Little Rock, AR",19491
26121000100,"Marquette, Muskegon, MI",19329
17031710900,"Auburn Gresham, Chicago, IL",19317
39153508600,"West Akron, Akron, OH",19300
37119004700,"Biddleville, Charlotte, NC",19283
42003512800,"Braddock, PA",19274
12015020700,"Port Charlotte, FL",19273
36055004100,"Charles House Area Council, Rochester, NY",19134
72017590400,"Barceloneta, PR",18778
39095004200,"Southside, Toledo, OH",18564
22017022000,"Allendale, Lakeside, Shreveport, LA",18516
72117959600,"Aguada, PR",18480
48113009304,"Dallas, TX",18464
36047048900,"Kings County, NY",18298
55031021100,"North End, Superior, WI",18185
22097961600,"Opelousas, LA",18137
48479001900,"El Cuatro, Laredo, TX",18015
35047957300,"East Las Vegas, Las Vegas, NM",17916
48041001701,"College Station, TX",17855
40031001600,"Lawton, OK",17843
32003000800,"Downtown, Las Vegas, NV",17831
9001070600,"Downtown, Bridgeport, CT",17829
55025001101,"Madison, WI",17825
32003000402,"Downtown, Las Vegas, NV",17759
26145001100,"Saginaw, MI",17660
42101017601,"Fairhill, Philadelphia, PA",17633
48479001201,"Las Cruces, Laredo, TX",17467
6071009116,"Adelanto, CA",17435
17031271800,"East Garfield Park, Chicago, IL",17432
16027020100,"Nampa, ID",17251
29189213900,"St. Louis, MO",17176
17031838000,"Near West Side, Chicago, IL",17161
12105014301,"Lake Wales, FL",17133
72105520100,"Bayamón, PR",17082
22071004401,"Treme - Lafitte, New Orleans, LA",17029
37057061400,"Lexington, NC",17011
13215003400,"Columbus, GA",16874
41029000100,"Medford, OR",16713
39155920600,"Warren, OH",16660
72113073001,"Ponce, PR",16613
22079012000,"Alexandria, LA",16545
18097357300,"Indianapolis, IN",16357
22071007101,"Mid-City, New Orleans, LA",16340
36007001200,"Downtown, Binghamton, NY",16299
42003051000,"Terrace Village, Pittsburgh, PA",16169
72013301700,"Arecibo, PR",16123
72013301200," County, PR",16076
25025080601,"Boston, MA",16048
26075001100,"Jackson, MI",15969
40143000500,"United Neighborhood of Springdale, Tulsa, OK",15842
22071001302,"St. Claude, New Orleans, LA",15816
72113073002,"Ponce, PR",15691
72117959500,"Bajío, PR",15610
31109002001,"Near South, Lincoln, NE",15563
21013960600,"Middlesboro, KY",15298
36061002000,"Lower Manhattan, New York, NY",15297
72143550400,"Vega Alta, PR",15182
42125704100,"Washington, PA",15122
72141957200,"Utuado, PR",15064
22061960900,"Ruston, LA",14923
37181960700,"Henderson, NC",14813
42129800100,"Arnold, PA",14433
28151000400,"Greenville, MS",14151
72125840700,"San Germán, PR",13944
72127006200,"San Juan, PR",13751
1073002303,"Gate City, Birmingham, AL",13731
72003430502,"Aguada, PR",13527
19103001600,"Longfellow, Iowa City, IA",13283
17031838600,"Lawndale, Chicago, IL",13116
72023830603,"Cabo Rojo, PR",12886
36061011900,"Midtown, New York, NY",12742
17201002900,"Rockford, IL",12656
72087110101,"Río Grande, PR",12568
12031001000,"Urban Core, Jacksonville, FL",12386
72071410702," County, PR",12180
72081957700,"Lares, PR",12024
12086980700,"Homestead, FL",11894
47093001400,"Western Heights, Knoxville, TN",11757
13121007808,"Adamsville, Atlanta, GA",11569
39093070800,"Downtown, Elyria, OH",11402
18089020600,"Hammond, IN",11195
72113071000,"Ponce, PR",10876
72141957400,"Utuado, PR",9875
17163502700,"East Saint Louis, IL",9843
26163533300,"Detroit, MI",9789
26049003400,"Flint, MI",9661
21111003000,"Russell, Louisville, KY",9350
39035109701,"Central, Cleveland, OH",8745
39035109801,"Central, Cleveland, OH",7846
72027320100," County, PR",7671
13121006802,"Thomasville Heights, Atlanta, GA",6730
51735050205,,
36119009900,"Scarsdale, NY",246886
6013354002,"Orinda, CA",216821
27053023600,"Country Club, Minneapolis, MN",200506
17043846513,"Naperville, IL",172232
25017361300,"Concord, MA",165688
17031819700,"La Grange, IL",161181
26125152700,"Birmingham, MI",157820
48085031645,"Glenhollow Estates, Plano, TX",155126
18057110907,"Carmel, IN",154645
25017357800,"Belmont, MA",153728
17043845401,"Burr Ridge, IL",151129
9001061100,"Fairfield, CT",147926
24003730604,"Severna Park, MD",144294
6037464100,"San Marino, CA",144218
42071011901,"Lititz, PA",138943
55079070200,"Whitefish Bay, WI",137235
48201554502,"Longwood Village, Cypress, TX",136468
6037920107,"Valencia, Santa Clarita, CA",135417
51153901410,"Linton Hall, Bristow, VA",135302
27053026021,"Eden Prairie, MN",130986
6073017109,"Carlsbad, CA",130818
34003061200,"Wyckoff, NJ",130619
51059482301,"Reston, VA",129203
36103190708,"Sag Harbor, NY",128792
48491020706,"Forest Ridge, Round Rock, TX",127779
25017373400,"Newtonville, Newton, MA",127185
6013343003,"Walnut Creek, CA",126515
51179010205,"Stafford, VA",123580
6085502601,"Central San Jose, San Jose, CA",122987
34027041500,"Denville, NJ",122940
48491020112,"Georgetown, TX",122473
34027044403,"White Meadow Lake, Rockaway, NJ",122060
9001240100,"Redding, CT",122014
19163013706,"Bettendorf, IA",120797
6085506603,"San Tomas Aquinos, Campbell, CA",120315
24031701506,"Silver Spring, MD",119598
25021403500,"Needham Heights, Needham, MA",119521
20091053413,"Overland Park, KS",118938
39173020602,"Perrysburg, OH",117607
24009861001,"Lusby, MD",116254
16001000202,"Highlands, Boise, ID",115684
6037403405,"Valle Lindo, Walnut, CA",113567
36061020500,"Upper Manhattan, New York, NY",112841
24005404800,"Reisterstown, MD",112703
13067030343,"Roswell, GA",111222
12095017109,"Orlando, FL",109379
6001441601,"Centerville, Fremont, CA",108784
26163596300,"Grosse Ile Township, MI",105702
12103024004,"Shore Acres, Saint Petersburg, FL",105239
36027050203,"Hopewell Junction, NY",104001
36047004600,"Kings County, NY",102869
13113140405,"Fayetteville, GA",102457
9007640100,"Killingworth, CT",102008
17197881115,"New Lenox, IL",101877
42091210200,"Oreland, PA",101793
36059407801,"Westbury, NY",101717
34019011800,"Lambertville, NJ",101661
4013611700,"Deer Valley, Glendale, AZ",101617
42029302901,"West Chester, PA",100513
34023006701,"East Brunswick, NJ",99346
6037262704,"Pacific Palisades, Los Angeles, CA",99209
6085502901,"Cambrian Community, San Jose, CA",99036
34003054400,"Teaneck, NJ",98577
17197880411,"Plainfield, IL",98137
24027605503,"Harper's Choice, Columbia, MD",98006
17031081500,"Near North, Chicago, IL",96656
34015502400,"Beckett, Logan Township, NJ",96560
6065043240,"Winchester, CA",96259
25009260302,"Haverhill, MA",95439
17201003806,"Roscoe, IL",95286
34031124322,"Clifton, NJ",94772
9009344100,"Middlebury, CT",94470
51059491702,"Fairfax, VA",94263
48085031653,"Villages Of Preston Meadow, Plano, TX",94204
6081613600,"Moss Beach, CA",93304
42017101610,"Warminster, PA",93146
33015053000,"Danville, NH",92335
34025808001,"Shark River Hills, Neptune City, NJ",91965
17043841318,"Bartlett, IL",91935
26093742700,"Brighton, MI",90730
39049008000,"Franklin County, OH",90671
24013506102,"Hampstead, MD",89582
6019004405,"Fresno, CA",88812
27109000903,"Rochester, MN",88286
27053026707,"Maple Grove, MN",88246
6067009636,"Elk Grove, CA",87938
8037000501,"Avon, CO",86694
27053027602,"Mound, MN",86650
36071014400,"Florida, NY",85892
6097150611,"Petaluma, CA",85846
6037135111,"Woodland Hills, Los Angeles, CA",85214
6037275311,"Los Angeles, CA",85175
6073013412,"Terra Nova, Chula Vista, CA",85091
4013422510,"Sonoma Ranch, Gilbert, AZ",84740
6087122300,"Watsonville, CA",84700
12101032111,"Meadow Pointe, Wesley Chapel, FL",83979
36085017012,"Richmond County, NY",82089
26161454000,"Dexter, MI",81767
42091210500,"Wyndmoor, PA",81431
37183053512,"Cary, NC",81065
17031803017,"Arlington Heights, IL",81046
47189030303,"Mount Juliet, TN",81043
36047056800,"Kings County, NY",80238
12086007702,"Miami, FL",80114
34007606600,"Haddonfield, NJ",79961
6037194101,"Central LA, Los Angeles, CA",79898
25025110502,"Roslindale, Boston, MA",79744
48157672302,"Ragus Lake Estates, Sugar Land, TX",79660
12109021204,"St. Augustine, FL",79533
4013422308,"Oaktree Park, Gilbert, AZ",79466
21015070402,"Hebron, KY",79442
6059063301,"Downtown, Costa Mesa, CA",79171
6097153903,"Healdsburg, CA",78852
13135050548,"Lawrenceville, GA",78798
53033031204,"Auburn, WA",78773
24510020100,"Upper Fells Point, Baltimore, MD",78078
12021000102,"Old Naples, Naples, FL",77877
42011010600,"Sinking Spring, PA",77669
17111871404,"Algonquin, IL",77615
6073013418,"Eastlake, Chula Vista, CA",77502
37135011902,"Chapel Hill, NC",77461
36027190203,"Wappingers Falls, NY",77127
8013012508,"Martin Acres, Boulder, CO",77080
46099010402,"Valley Springs, SD",76998
26081011102,"Belmont, Plainfield charter Township, MI",76917
13067031111,"Smyrna, GA",76915
9003492600,"Wethersfield, CT",76781
36027130005,"Pleasant Valley, NY",76692
11001003000,"Columbia Heights, Washington, DC",76642
41051006801,"Southwest Portland, Portland, OR",76576
53033020200,"Hillwood, Shoreline, WA",76393
39057220200,"Bellbrook, OH",76373
39035174203,"North Olmsted, OH",76182
36103158317,"Sound Beach, NY",76073
20091053709,"Gardner, KS",75935
42133021420,"Shiloh, PA",75693
36067011900,"Baldwinsville, NY",75646
36081052200,"Queens County, NY",75477
17073030201,"Orion, IL",75468
6037117101,"North Hills, Los Angeles, CA",75461
26125129000,"Lake Orion, Orion charter Township, MI",75220
41003000500,"Corvallis, OR",75177
34039032500,"Hillside, NJ",75104
36081047800,"Queens County, NY",75097
29165030600,"Platte City, MO",74837
42001031401,"Gettysburg, PA",74367
32003005613,"Clark County, NV",74066
18157010902,"Lafayette, IN",73939
6067007417,"Quail Park, Antelope, CA",73806
55045960200,"New Glarus, WI",73662
42091206004,"Eagleville, PA",73401
53011040806,"Vancouver, WA",73325
32003003414,"Northwest Area, Las Vegas, NV",73267
34003028001,"Leonia, NJ",73154
6037214502,"Central LA, Los Angeles, CA",72883
1117030607,"Alabaster, AL",72640
6085505700,"Santa Clara, CA",72631
42077005504,"Coplay, PA",72626
34029731102,"Bayville, Berkeley Township, NJ",72581
48157672200,"Sugar Land, TX",72404
29189215143,"Maryland Heights, MO",72060
6095252908,"Vacaville, CA",71932
36047070201,"Kings County, NY",71844
6111003609,"Channel Islands, Oxnard, CA",71749
12091023305,"Destin, FL",71709
39041012000,"Ostrander, OH",71502
6059075811,"Orange, CA",71407
11001010500,"Southwest Washington, Washington, DC",71088
36065024000,"Holland Patent, NY",70543
42003526201,"Pittsburgh, PA",70408
17019001100,"Champaign, IL",70040
24031703701,"Silver Spring, MD",69887
42107003500,"Schuylkill Haven, PA",69721
35045000611,"Aztec, NM",69540
28045030500,"Diamondhead, MS",69455
42003460002,"McKees Rocks, PA",69187
22071007700,"Lower Garden District, New Orleans, LA",69025
42071013304,"Lancaster, PA",68662
36067000900,"Northside, Syracuse, NY",68483
42049011101,"Erie, PA",68154
34013015600,"Bloomfield, NJ",68127
4013420112,"Meridian Hills, Mesa, AZ",68058
17031031000,"Uptown, Chicago, IL",68028
33013036000,"Loudon, NH",67893
41047002201,"South Salem, Salem, OR",67781
24005400701,"Catonsville, MD",67748
55079150303,"Franklin, WI",67442
25025140400,"Mattapan, Boston, MA",67194
18097380902,"Perry Township, Indianapolis, IN",67177
12103026001,"Clearwater Beach, Clearwater, FL",67019
48453001750,"Sunset Valley Meadows, Sunset Valley, TX",66796
13015960102,"White, GA",66796
12009063102,"Somerville, Rockledge, FL",66659
8001009608,"Arvada, CO",66392
55133200103,"Menomonee Parkway, Menomonee Falls, WI",66027
55079185300,"Wauwatosa, WI",65728
48121021741,"Lewisville, TX",65689
27053026510,"Plymouth, MN",65596
24510130600,"Hampden, Baltimore, MD",65558
48309002000,"Robinson, TX",65453
34023008300,"Jamesburg, NJ",65396
12011042600,"South Fort Lauderdale, Fort Lauderdale, FL",65117
6059075512,"Tustin, CA",64428
32510000800,"Carson City, NV",64263
6097153300,"Southwest Santa Rosa, Santa Rosa, CA",64256
27003051203,"Fridley, MN",63626
12103025014,"Pinellas Park, FL",63224
40131050602,"Claremore, OK",63068
36081012601,"Queens County, NY",62925
26115832900,"Petersburg, MI",62868
12103027501,"Tarpon Springs, FL",62755
39061021002,"Cincinnati, OH",62719
39021011001,"Urbana, OH",62590
31055003600,"South Central Omaha, Omaha, NE",62528
37183054014,"Northeast Raleigh, Raleigh, NC",62370
12081002003,"Bradenton, FL",62215
36117020500,"Marion, NY",62064
37139960702,"Elizabeth City, NC",61936
48029121505,"Northeast Side, Converse, TX",61794
48453001854,"Manor, TX",61738
18129040300,"Wadesville, IN",61721
36005024600,"Bronx County, NY",61666
37183053524,"Dutchess Village, Cary, NC",61565
29099701101,"Hillsboro, MO",61443
27055020200,"Hokah, MN",61318
42133023602,"Wrightsville, PA",61147
17033880100,"Hutsonville, IL",61061
17031560800,"Garfield Ridge, Chicago, IL",61038
36001001700,"Albany, NY",60847
53011040707,"North Sifton - Orchards Area, Vancouver, WA",60839
36081003200,"Queens County, NY",60407
41039001804,"Springfield, OR",60346
37067004015,"Clemmons, NC",60284
8069001301,"Laporte, CO",60138
29189210923,"Florissant, MO",60134
39035180102,"Richmond Heights, OH",59901
24033802405,"Suitland, Suitland-Silver Hill, MD",59870
12071001801,"Fort Myers, FL",59827
21067001700,"Idle Hour Drive, Lexington, KY",59782
21111007900,"Crescent Hill, Louisville, KY",59727
27003050709,"Coon Rapids, MN",59452
49057211000,"Ogden, UT",59367
6071007409,"San Andreas, Highland, CA",59238
5119003703,"Sherwood, AR",58986
6061023800,"Lincoln, CA",58821
49023010200,"Nephi, UT",58754
18095010400,"Elwood, IN",58552
42125731000,"Claysville, PA",58141
26163594500,"Trenton, MI",58018
51015071200,"Stuarts Draft, VA",57369
12071060102,"Fort Myers Beach, FL",57315
6067008007,"Fair Oaks, CA",56901
4013104212,"North Mountain Village, Phoenix, AZ",56715
39035160300,"Lakewood, OH",56698
39049006371,"Northwest Columbus, Dublin, OH",56556
42071013204,"Lancaster, PA",56378
39123051000,"Genoa, OH",56273
8001009401,"Westminster, CO",56198
6059087703,"West Anaheim, Anaheim, CA",56151
33005970700,"Fitzwilliam, NH",56119
47037010502,"Nashville, TN",55915
12011110312,"Pembroke Pines, FL",55836
37195001400,"The Village - Country Club West, Wilson, NC",55792
6073014300,"Lemon Grove, CA",55670
39117965400,"Mount Gilead, OH",55658
46059975600,"Miller, SD",55634
36067010600,"Syracuse, NY",55517
44005040302,"Newport East, Middletown, RI",55500
6089012400,"Grant, Redding, CA",55395
42011012001,"Birdsboro, PA",55275
26145012300,"Merrill, MI",55047
26081004100,"Garfield Park, Grand Rapids, MI",54975
47051960201,"Estill Springs, TN",54948
19109950200,"Wesley, IA",54624
6037432901,"Rosemead, CA",54497
27051070100,"Elbow Lake, MN",54265
29219820202,"Marthasville, MO",54215
20189965100,"Hugoton, KS",54195
55123960700,"Genoa, WI",54161
19163012702,"Davenport, IA",54074
42127961300,"Newfoundland, PA",54045
45045001804,"Taylors, SC",53886
37057060201,"Winston-Salem, NC",53833
8031008387,"Northeast, Denver, CO",53808
34021000600,"Villa Park, Trenton, NJ",53536
42099030301,"Duncannon, PA",53465
45051060406,"Myrtle Beach, SC",53257
6037554900,"Artesia, CA",53211
24031702000,"New Hampshire Estates, Silver Spring, MD",53207
48439113109,"North Arlington, Arlington, TX",53167
27137000900,"East Hillside, Duluth, MN",53153
29043020101,"Billings, MO",53041
26075000800,"Jackson, MI",52959
32003002950,"Las Vegas, NV",52875
47149042200,"Smyrna, TN",52870
38001965600,"Hettinger, ND",52631
36029015800,"Springville, NY",52398
53033023202,"Crossroads, Bellevue, WA",52258
39095009102,"Holland, OH",52239
6071011800,"Barstow, CA",52198
50021962300,"Benson, VT",52126
42071013502,"Lancaster, PA",52000
24033803602,"Glenarden, MD",51846
36031960498,"Lake Placid, NY",51651
34013005200,"Upper Clinton Hill, Newark, NJ",51641
39029951300,"Salineville, OH",51550
53033030902,"Pacific, WA",51487
53075000400,"Pullman, WA",51434
6037132102,"Van Nuys, Los Angeles, CA",51292
26061000700,"Painesdale, MI",51242
21151011100,"Berea, KY",50982
26163569100,"Garden City, MI",50936
19109950300,"Lone Rock, IA",50908
6073019206,"Vista, CA",50744
1071950900,"Scottsboro, AL",50735
8069001305,"Evergreen, Fort Collins, CO",50611
27003051206,"Fridley, MN",50433
42011014000,"Kutztown, PA",50391
25013801602,"Sixteen Acres, Springfield, MA",50318
36047083000,"Kings County, NY",49976
4027012100,"Roll, AZ",49840
55079012600,"Bluemound Heights, Milwaukee, WI",49818
26021011500,"Galien, MI",49686
37135010704,"Chapel Hill, NC",49501
50023954000,"Marshfield, VT",49377
17097862501,"Waukegan, IL",49377
26099255500,"Roseville, MI",49250
44007015000,"Pawtucket, RI",49247
24033801904,"Suitland, Camp Springs, MD",49192
55043961000,"Platteville, WI",49103
24005450300,"Essex, MD",49046
26139022900,"Zeeland, MI",49021
51083930400,"Virgilina, VA",48922
19185070100,"Corydon, IA",48897
12009071334,"Palm Bay, FL",48669
34035051500,"Manville, NJ",48578
47145030202,"Kingston, TN",48359
39085204700,"Painesville, OH",48117
42039110800,"Guys Mills, PA",47996
37167930102,"New London, NC",47945
27073180300,"Dawson, MN",47846
36047000200,"Kings County, NY",47790
42085032400,"Transfer, PA",47381
13063040616,"Jonesboro, GA",47293
48113016517,"Duncanville, TX",47261
41007951100,"Seaside, OR",47212
51161031102,"Vinton, VA",47075
36095740600,"Summit, NY",47039
13169030302,"Gray, GA",47035
26163569400,"Garden City, MI",46981
37069060802,"Zebulon, NC",46973
6079011002,"San Luis Obispo, CA",46934
50027966700,"Springfield, VT",46890
26051000900,"Beaverton, MI",46766
23009966700,"Lamoine, ME",46709
56001963600,"Laramie, WY",46616
37167930300,"Albemarle, NC",46600
49049000703,"Windsor South, Orem, UT",46504
26147657100,"Capac, MI",46496
42027010600,"Bellefonte, PA",46232
19009070300,"Exira, IA",45887
26113960300,"McBain, MI",45577
27053020804,"Becker, Minneapolis, MN",45571
41051008002,"Northeast Portland, Portland, OR",45567
1051031300,"Millbrook, AL",45476
48141010345,"El Paso, TX",45405
18067001400,"Kokomo, IN",45321
26125145700,"Waterford Township, MI",45307
12011020302,"Royal Land, Coral Springs, FL",44919
11001009501,"Northeast Washington, Washington, DC",44889
53003960600,"Clarkston, WA",44844
12011080405,"Fort Lauderdale, FL",44759
21125970700,"London, KY",44628
12105015404,"Babson Park, FL",44616
48027022501,"Killeen, TX",44538
27021960600,"Backus, MN",44462
26017285800,"Bay City, MI",44152
17031811600,"Schiller Park, IL",44121
41045970900,"Vale, OR",44069
39061025600,"Cincinnati, OH",43984
55075961300,"Marinette, WI",43802
26099230800,"Sterling Heights, MI",43795
17031820901,"Burbank, IL",43741
36081003000,"Queens County, NY",43714
6037553701,"Paramount, CA",43532
55141011700,"Nekoosa, WI",43475
13313001200,"Dalton, GA",42833
6033001200,"Lower Lake, CA",42771
18097381102,"Perry Township, Indianapolis, IN",42394
12086010400,"Goulds, FL",42334
48141010311,"Indian Ridge North, El Paso, TX",42318
23021960301,"Greenville, ME",42307
72021030101,"Bayamón, PR",42296
19107080200,"Keswick, IA",42068
48201551000,"Northcliffe, Houston, TX",42033
48499950601,"Hawkins, TX",41826
53053061500,"Stadium District, Tacoma, WA",41757
26125194500,"Rochester Hills, MI",41466
26021000900,"Saint Joseph, MI",41452
36089490900,"Potsdam, NY",41430
45045001808,"Greenville, SC",41409
27123034500,"Dayton's Bluff, Saint Paul, MN",41320
48439113104,"North Arlington, Arlington, TX",41148
17031826000,"Calumet City, IL",40933
48213951300,"Athens, TX",40855
17031580502,"Brighton Park, Chicago, IL",40569
42101032000,"Northeast Philadelphia, Philadelphia, PA",40562
8001009320,"Westminster, CO",40314
28047001700,"Gulfport, MS",40016
12069030406,"Fruitland Park, FL",40001
6075012402,"Civic Center, San Francisco, CA",39949
37045950101,"Casar, NC",39934
21207960200,"Jamestown, KY",39901
22073010604,"Monroe, LA",39890
18095010300,"Elwood, IN",39889
26163551600,"Harper Woods, MI",39701
47157021121,"Shelby County, TN",39607
39169000500,"Wooster, OH",39502
39037555000,"Greenville, OH",39403
42129808200,"Derry, PA",39352
29223690200,"Silva, MO",39184
45075011000,"Orangeburg, SC",39139
54067950200,"Summersville, WV",38672
51680000202,"Lynchburg, VA",38373
5057480400,"Hope, AR",38321
32003002501,"Las Vegas, NV",38178
17099963000,"Peru, IL",37940
47125100700,"Clarksville, TN",37783
28045030601,"Perkinston, MS",37764
21083020200,"Mayfield, KY",37734
39101001100,"Marion, OH",37697
6037120400,"Panorama City, Los Angeles, CA",37424
28127950400,"Magee, MS",37367
12097043500,"Saint Cloud, FL",37332
36067000200,"Northside, Syracuse, NY",37145
18091040100,"Michigan City, IN",37061
22071001701,"Gentilly, New Orleans, LA",37033
48375014500,"Amarillo, TX",36918
36047088600,"Kings County, NY",36894
15009031801,"Kualapuu, HI",36796
6023011500,"Whitethorn, CA",36794
56025000200,"Casper, WY",36762
6075012000,"Lower Nob Hill, San Francisco, CA",36755
51197050401,"Wytheville, VA",36605
36047079200,"Kings County, NY",36521
37023020900,"Valdese, NC",36405
37051003600,"Pine Forest, Spring Lake, NC",36383
47065010800,"Chattanooga, TN",36277
5121960301,"Pocahontas, AR",36215
51183870100,"Stony Creek, VA",36033
22015010801,"Bossier City, LA",35971
22101041200,"Baldwin, LA",35893
6045011300,"Ukiah, CA",35858
42101007800,"West Philadelphia, Philadelphia, PA",35620
12105011300,"Lakeshore, Lakeland, FL",35510
48113016701,"Dallas, TX",35471
36005046202,"Bronx County, NY",35288
13195020300,"Comer, GA",35214
22113950700,"Abbeville, LA",35066
49035102701,"Poplar Grove, Salt Lake City, UT",35023
13051003302,"Cloverdale, Savannah, GA",34886
39049007532,"Northeast Columbus, Columbus, OH",34451
12063210900,"Sneads, FL",34349
48029160502,"Brady Gardens, San Antonio, TX",34333
16019970700,"Idaho Falls, ID",34333
12103027209,"Dunedin, FL",34097
29009960401,"Seligman, MO",33586
12081000603,"Bradenton, FL",33392
18097351700,"Reagan Park, Indianapolis, IN",33124
48201553300,"Cypress Station, Houston, TX",32888
53007961000,"Wenatchee, WA",32636
42101019000,"North Philadelphia, Philadelphia, PA",32552
47143975000,"Spring City, TN",32522
26099256600,"Roseville, MI",32378
37051001100,"Fayetteville, NC",32171
17031831300,"West Humboldt Park, Chicago, IL",32095
21111011404,"Newburg, Louisville, KY",32075
12053040400,"Brooksville, FL",31939
12099008203,"Belle Glade, FL",31865
28129950200,"Mize, MS",31721
13003960100,"Willacoochee, GA",31646
6037221500,"South Los Angeles, Los Angeles, CA",31609
17031600700,"Bridgeport, Chicago, IL",31584
39159050500,"Marysville, OH",31579
21093001500,"Elizabethtown, KY",31537
12009071400,"Bayview Estates, Titusville, FL",31286
23001020200,"Lewiston, ME",31256
42079200700,"Wilkes-Barre, PA",31184
42019902200,"Butler, PA",31145
26163524200,"Springwells Village, Detroit, MI",31088
22017024303,"Airport, Pines Road, Shreveport, LA",30526
37081014502,"High Point, NC",30503
41041950400,"Lincoln City, OR",30376
48061012607,"Brownsville, TX",30359
6085500902,"Central San Jose, San Jose, CA",30300
47053966900,"Humboldt, TN",30209
6033000600,"Clearlake Oaks, CA",30127
6047001700,"Merced, CA",29935
21227010500,"Bowling Green, KY",29909
6037208502,"Central LA, Los Angeles, CA",29899
26021002000,"Benton Harbor, MI",29248
12057010214,"Greater Thonotosassa, Thonotosassa, FL",29009
26145011500,"Bridgeport, Saginaw, MI",28513
28139950300,"Ripley, MS",28418
54045956700,"Logan, WV",28406
48201532100,"North Houston, Houston, TX",28057
39017013600,"Middletown, OH",27496
6025010102,"Calipatria, CA",27411
48029120502,"Near East Side, San Antonio, TX",27059
45045002106,"Greenville, SC",27020
42101017201,"Allegheny West, Philadelphia, PA",26878
1049960800,"Collinsville, AL",26672
